JobID,Skills,Experience,Internships,Certificates,Projects,Education
160,"Cloud Computing, AWS, DevOps",Fresher,Internship in Web Company,CEH Cert,CI/CD Pipeline,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
161,"Data Science, Pandas, NLP",3+ years,Internship in AI Research,Embedded Cert,"Firewall Project, Pen Testing","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
162,"React, Node.js, MongoDB",3+ years,Internship in Web Company,Google Android Cert,"Built ATS system, Spam Classifier","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
163,"UI/UX, Figma, Adobe XD",1+ years,Internship in Cloud Services,Embedded Cert,Food Delivery App,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
164,"React, Node.js, MongoDB",3+ years,Internship in Analytics,AWS Architect Cert,E-learning Platform,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
165,"Java, Spring Boot, MySQL",1+ years,Internship in Web Company,Google Android Cert,Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
166,"UI/UX, Figma, Adobe XD",3+ years,Internship in AI Research,"AWS Certified, Python Certified",Food Delivery App,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
167,"Python, Django, Machine Learning",1+ years,Internship at IT company,AWS Architect Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
168,"Cloud Computing, AWS, DevOps",Fresher,Internship in AI Research,AWS Architect Cert,Smart Home System,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
169,"Java, Spring Boot, MySQL",Fresher,Internship at Security Firm,Data Science Cert,Smart Home System,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
170,"Cloud Computing, AWS, DevOps",1+ years,Internship in Web Company,Google Android Cert,Image Recognition System,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
171,"AI, Deep Learning, TensorFlow",Fresher,Internship in Web Company,AWS Architect Cert,"Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
172,"Cloud Computing, AWS, DevOps",2+ years,Internship in IoT Lab,Google Android Cert,"Firewall Project, Pen Testing","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
173,"Cloud Computing, AWS, DevOps",2+ years,Internship in AI Research,TensorFlow Cert,Social Media App,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
174,"Cloud Computing, AWS, DevOps",3+ years,Internship at IT company,Oracle Java Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
175,"Cybersecurity, Networking, Linux",1+ years,Internship in Web Company,"AWS Certified, Python Certified",Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
176,"Cloud Computing, AWS, DevOps",1+ years,Internship in AI Research,TensorFlow Cert,"Firewall Project, Pen Testing","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
177,"Data Science, Pandas, NLP",Fresher,Internship in Analytics,Data Science Cert,"Built ATS system, Spam Classifier","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
178,"Java, Spring Boot, MySQL",Fresher,Internship in Design,AWS Architect Cert,"Built ATS system, Spam Classifier","B.Des Design, Bachelor of Design, Design Engineering"
179,"React, Node.js, MongoDB",3+ years,Internship in Cloud Services,AWS Architect Cert,Image Recognition System,"B.Des Design, Bachelor of Design, Design Engineering"
180,"C, Embedded Systems, IoT",2+ years,Internship in IoT Lab,Data Science Cert,"Chatbot, ATS Score System","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
181,"AI, Deep Learning, TensorFlow",3+ years,Internship in AI Research,UI/UX Cert,CI/CD Pipeline,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
182,"UI/UX, Figma, Adobe XD",2+ years,Internship at IT company,CEH Cert,Food Delivery App,"MBA, Master of Business Administration, Management Studies"
183,"Python, Django, Machine Learning",1+ years,Internship in Cloud Services,TensorFlow Cert,Social Media App,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
184,"Android, Kotlin, Firebase",3+ years,Internship in IoT Lab,Oracle Java Cert,Smart Home System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
185,"AI, Deep Learning, TensorFlow",Fresher,Internship in Cloud Services,UI/UX Cert,"Chatbot, ATS Score System","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
186,"Java, Spring Boot, MySQL",2+ years,Internship in Analytics,Data Science Cert,"Chatbot, ATS Score System","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
187,"Python, Django, Machine Learning",1+ years,Internship in AI Research,TensorFlow Cert,Smart Home System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
188,"React, Node.js, MongoDB",2+ years,Internship in Mobile Dev,Google Android Cert,Smart Home System,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
189,"Data Science, Pandas, NLP",3+ years,Internship in Design,AWS Architect Cert,Smart Home System,"MBA, Master of Business Administration, Management Studies"
190,"UI/UX, Figma, Adobe XD",2+ years,Internship at Security Firm,CEH Cert,Food Delivery App,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
191,"React, Node.js, MongoDB",2+ years,Internship in Web Company,Oracle Java Cert,"Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
192,"C, Embedded Systems, IoT",3+ years,Internship in IoT Lab,Oracle Java Cert,"E-commerce Website, Banking App","B.Des Design, Bachelor of Design, Design Engineering"
193,"Cybersecurity, Networking, Linux",Fresher,Internship in Design,CEH Cert,CI/CD Pipeline,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
194,"Android, Kotlin, Firebase",2+ years,Internship in Cloud Services,Data Science Cert,Food Delivery App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
195,"React, Node.js, MongoDB",1+ years,Internship in Analytics,Embedded Cert,"Firewall Project, Pen Testing","B.Des Design, Bachelor of Design, Design Engineering"
196,"Java, Spring Boot, MySQL",1+ years,Internship at IT company,TensorFlow Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
197,"Java, Spring Boot, MySQL",2+ years,Internship in Cloud Services,Data Science Cert,Food Delivery App,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
198,"Python, Django, Machine Learning",Fresher,Internship in Web Company,Oracle Java Cert,"Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
199,"Cybersecurity, Networking, Linux",Fresher,Internship in Web Company,TensorFlow Cert,"Built ATS system, Spam Classifier","B.Des Design, Bachelor of Design, Design Engineering"
200,"Data Science, Pandas, NLP",Fresher,Internship at IT company,TensorFlow Cert,Social Media App,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
201,"C, Embedded Systems, IoT",1+ years,Internship in Analytics,UI/UX Cert,"Firewall Project, Pen Testing","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
202,"Cloud Computing, AWS, DevOps",2+ years,Internship at Security Firm,UI/UX Cert,Smart Home System,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
203,"React, Node.js, MongoDB",Fresher,Internship in Mobile Dev,Oracle Java Cert,"E-commerce Website, Banking App","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
204,"UI/UX, Figma, Adobe XD",2+ years,Internship in IoT Lab,UI/UX Cert,"Firewall Project, Pen Testing","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
205,"Cybersecurity, Networking, Linux",1+ years,Internship in Web Company,AWS Architect Cert,Social Media App,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
206,"Java, Spring Boot, MySQL",Fresher,Internship at Security Firm,AWS Architect Cert,"E-commerce Website, Banking App","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
207,"C, Embedded Systems, IoT",2+ years,Internship in Mobile Dev,CEH Cert,"Built ATS system, Spam Classifier","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
208,"AI, Deep Learning, TensorFlow",2+ years,Internship in IoT Lab,UI/UX Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
209,"Android, Kotlin, Firebase",2+ years,Internship at Startup,Embedded Cert,Smart Home System,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
210,"C, Embedded Systems, IoT",3+ years,Internship in Analytics,Data Science Cert,E-learning Platform,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
211,"UI/UX, Figma, Adobe XD",Fresher,Internship in Web Company,Data Science Cert,"E-commerce Website, Banking App","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
212,"Android, Kotlin, Firebase",3+ years,Internship in Web Company,Embedded Cert,Social Media App,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
213,"Android, Kotlin, Firebase",2+ years,Internship at IT company,Oracle Java Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
214,"UI/UX, Figma, Adobe XD",3+ years,Internship at IT company,Data Science Cert,"Firewall Project, Pen Testing","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
215,"Cloud Computing, AWS, DevOps",3+ years,Internship at Startup,Full Stack Cert,E-learning Platform,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
216,"React, Node.js, MongoDB",1+ years,Internship in Mobile Dev,AWS Architect Cert,Image Recognition System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
217,"Cloud Computing, AWS, DevOps",3+ years,Internship in Web Company,UI/UX Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
218,"Cybersecurity, Networking, Linux",3+ years,Internship at Security Firm,TensorFlow Cert,E-learning Platform,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
219,"Java, Spring Boot, MySQL",2+ years,Internship in Design,AWS Architect Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
220,"Android, Kotlin, Firebase",2+ years,Internship in AI Research,UI/UX Cert,Smart Home System,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
221,"Java, Spring Boot, MySQL",2+ years,Internship at Startup,AWS Architect Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
222,"Python, Django, Machine Learning",Fresher,Internship at Security Firm,Oracle Java Cert,"Chatbot, ATS Score System","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
223,"Python, Django, Machine Learning",1+ years,Internship in Cloud Services,CEH Cert,E-learning Platform,"B.Des Design, Bachelor of Design, Design Engineering"
224,"Cybersecurity, Networking, Linux",1+ years,Internship in Design,CEH Cert,Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
225,"Java, Spring Boot, MySQL",Fresher,Internship at Security Firm,UI/UX Cert,Smart Home System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
226,"Cloud Computing, AWS, DevOps",Fresher,Internship in AI Research,UI/UX Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
227,"UI/UX, Figma, Adobe XD",Fresher,Internship in Cloud Services,Data Science Cert,E-learning Platform,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
228,"Java, Spring Boot, MySQL",2+ years,Internship in Design,CEH Cert,CI/CD Pipeline,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
229,"AI, Deep Learning, TensorFlow",2+ years,Internship in IoT Lab,Google Android Cert,CI/CD Pipeline,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
230,"Java, Spring Boot, MySQL",Fresher,Internship in Web Company,Full Stack Cert,"Firewall Project, Pen Testing","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
231,"AI, Deep Learning, TensorFlow",2+ years,Internship in Analytics,"AWS Certified, Python Certified","Chatbot, ATS Score System","MBA, Master of Business Administration, Management Studies"
232,"UI/UX, Figma, Adobe XD",2+ years,Internship in Analytics,CEH Cert,Food Delivery App,"MBA, Master of Business Administration, Management Studies"
